STRUCTURE,STRUCTURE_ID,ACTION,FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,SEX_ID,SEX_NAME,AGE_ID,AGE_NAME,URBANISATION_ID,URBANISATION_NAME,UNIT_MEASURE_ID,UNIT_MEASURE_NAME,COMP_BREAKDOWN_1_ID,COMP_BREAKDOWN_1_NAME,COMP_BREAKDOWN_2_ID,COMP_BREAKDOWN_2_NAME,COMP_BREAKDOWN_3_ID,COMP_BREAKDOWN_3_NAME,TIME_PERIOD,OBS_VALUE,AGG_METHOD_ID,AGG_METHOD_NAME,DECIMALS_ID,DECIMALS_NAME,DATABASE_ID_ID,DATABASE_ID_NAME,COMMENT_TS,UNIT_MULT_ID,UNIT_MULT_NAME,DATA_SOURCE_ID,DATA_SOURCE_NAME,UNIT_TYPE_ID,UNIT_TYPE_NAME,TIME_FORMAT_ID,TIME_FORMAT_NAME,COMMENT_OBS,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID,OBS_CONF_NAME
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRQ,Iraq,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,61.6134744022266,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISR,Israel,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,99.732757424621,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KIR,Kiribati,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,17.5433720195127,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRK,"Korea, Dem. People's Rep.",WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,78.5618643965182,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KWT,Kuwait,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,100.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KGZ,Kyrgyz Republic,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,82.2613894305248,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LAO,Lao PDR,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,22.8799824344419,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LSO,Lesotho,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,49.9025175665665,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LTU,Lithuania,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,94.6626481798902,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LUX,Luxembourg,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,99.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MAC,"Macao SAR, China",WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,99.9755029907559,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MDG,Madagascar,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,23.5795568398355,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MWI,Malawi,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,40.1096760446375,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MCO,Monaco,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,100.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MNG,Mongolia,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,35.4850921454856,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MAR,Morocco,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,68.6003541773009,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MMR,Myanmar,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,59.4043948843552,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NPL,Nepal,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,37.9375502136653,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NIC,Nicaragua,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,66.0567245007772,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NGA,Nigeria,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,24.412055552018,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MKD,North Macedonia,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,84.7694738174891,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PAK,Pakistan,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,46.8971537168219,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PLW,Palau,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,76.3304680545902,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRY,Paraguay,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,69.0034576521572,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PER,Peru,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,57.1333767395971,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PHL,Philippines,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,60.263925940453,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRT,Portugal,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,96.8391879254565,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ROU,Romania,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,94.9535041959628,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,RWA,Rwanda,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,29.7110545740674,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,WSM,Samoa,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,83.1441882530712,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,STP,Sao Tome and Principe,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,34.0804697526271,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SEN,Senegal,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,39.4184904353999,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SRB,Serbia,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,81.4753144482584,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLE,Sierra Leone,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,11.0891894177398,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SGP,Singapore,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,100.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ZAF,South Africa,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,89.7323103291243,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ESP,Spain,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,99.745,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LKA,Sri Lanka,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,85.8948570689713,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MAF,St. Martin (French part),WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,96.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SUR,Suriname,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,62.5929084615324,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TZA,Tanzania,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,12.2045207361356,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TGO,Togo,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,22.8903416237611,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TON,Tonga,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,50.0254297768841,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUN,Tunisia,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,83.2599853116679,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TKM,Turkmenistan,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,86.6753682305206,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
